station_cd,station_g_cd,station_name,station_name_k,station_name_r,line_cd,pref_cd,post,add,lon,lat,open_ymd,close_ymd,e_status,e_sort
2500143,2500143,栢山,,,25001,14,250-0852,小田原市栢山,139.14258,35.310679,,,0,2500143
2500144,2500144,富水,,,25001,14,250-0853,小田原市堀之内,139.145166,35.296759,,,0,2500144
2500145,2500145,螢田,,,25001,14,250-0865,小田原市蓮正寺,139.152036,35.285055,,,0,2500145
2500146,2500146,足柄,,,25001,14,250-0001,小田原市扇町３丁目,139.154470,35.271763,,,0,2500146
2500147,1130116,小田原,,,25001,14,250-0011,小田原市栄町１丁目,139.155396,35.256229,,,0,2500147
2500201,2500128,相模大野,,,25002,14,228-0802,相模原市上鶴間,139.437836,35.532208,,,0,2500201
2500202,2500202,東林間,,,25002,14,228-0802,相模原市上鶴間７-７-１,139.438883,35.520541,,,0,2500202
2500203,2500203,中央林間,,,25002,14,242-0007,大和市中央林間３-３-８,139.444105,35.508066,,,0,2500203
2500204,2500204,南林間,,,25002,14,242-0006,大和市南林間１-６-１１,139.447911,35.495627,,,0,2500204
2500205,2500205,鶴間,,,25002,14,242-0005,大和市西鶴間１-１-１,139.450572,35.49057,,,0,2500205
2500206,2500206,大和,,,25002,14,242-0016,大和市大和南１-１-１,139.461553,35.46965,,,0,2500206
2500207,2500207,桜ヶ丘,,,25002,14,,神奈川県大和市福田,139.465734,35.450486,,,0,2500207
2500208,2500208,高座渋谷,,,25002,14,242-0024,大和市福田２０１９,139.464854,35.432519,,,0,2500208
2500209,2500209,長後,,,25002,14,252-0807,藤沢市下土棚４７２,139.465307,35.41261,,,0,2500209
2500210,2500210,湘南台,,,25002,14,252-0804,藤沢市湘南台２-１５,139.466451,35.396488,,,0,2500210
2500211,2500211,六会日大前,,,25002,14,252-0813,藤沢市亀井野１-１-１,139.470665,35.383761,,,0,2500211
2500212,2500212,善行,,,25002,14,251-0871,藤沢市善行１-２７,139.473199,35.36285,,,0,2500212
2500213,2500213,藤沢本町,,,25002,14,251-0052,藤沢市藤沢３-３-４,139.476046,35.348188,,,0,2500213
2500214,1130108,藤沢,,,25002,14,251-0052,藤沢市藤沢,139.486971,35.338558,,,0,2500214
2500215,2500215,本鵠沼,,,25002,14,251-0028,藤沢市本鵠沼２-１３-１４,139.475412,35.331129,,,0,2500215
2500216,2500216,鵠沼海岸,,,25002,14,251-0037,藤沢市鵠沼海岸２-４-１０,139.47121,35.320744,,,0,2500216
2500217,2500217,片瀬江ノ島,,,25002,14,251-0035,藤沢市片瀬海岸２-１５-３,139.482934,35.309345,,,0,2500217
2500301,2500123,新百合ヶ丘,,,25003,14,,川崎市麻生区万福寺一丁目18番1号,139.507608,35.603705,,,0,2500301
2500302,2500302,五月台,,,25003,14,215-0025,川崎市麻生区五力田３丁目,139.493542,35.600174,,,0,2500302
2500303,2500303,栗平,,,25003,14,215-0031,川崎市麻生区栗平２-１-１,139.481298,35.605731,,,0,2500303
2500304,2500304,黒川,,,25003,14,215-0034,川崎市麻生区南黒川４丁目,139.470731,35.613203,,,0,2500304
2500305,2500305,はるひ野,,,25003,14,215-0035,川崎市麻生区黒川字谷ツ１０２１番１,139.464534,35.618885,,,0,2500305
2500306,2400207,小田急永山,,,25003,13,206-0025,多摩市永山１丁目,139.447943,35.629972,,,0,2500306
2500307,2400208,小田急多摩センター,,,25003,13,206-0033,多摩市落合１丁目,139.424298,35.624902,,,0,2500307
2500308,2500308,唐木田,,,25003,13,206-0033,多摩市落合,139.411622,35.616672,,,0,2500308
2600101,1130205,渋谷,,,26001,13,-,東京都渋谷区渋谷二丁目24-1,139.702417,35.659545,,,0,2600101
2600102,2600102,代官山,,,26001,13,150-0034,渋谷区代官山町１９-４,139.703284,35.648193,,,0,2600102
2600103,2600103,中目黒,,,26001,13,153-0051,目黒区上目黒３-４-１,139.698621,35.643854,,,0,2600103
2600104,2600104,祐天寺,,,26001,13,153-0052,目黒区祐天寺２-１３-３,139.690758,35.637163,,,0,2600104
2600105,2600105,学芸大学,,,26001,13,152-0004,目黒区鷹番３-２-１,139.68522,35.628786,,,0,2600105
2600106,2600106,都立大学,,,26001,13,152-0031,目黒区中根１-５-１,139.676393,35.617835,,,0,2600106
2600107,2600107,自由が丘,,,26001,13,152-0035,目黒区自由が丘１-３０-１,139.668664,35.607224,,,0,2600107
2600108,2600108,田園調布,,,26001,13,145-0071,大田区田園調布３-２５-１８,139.667356,35.596815,,,0,2600108
2600109,2600109,多摩川,,,26001,13,145-0071,大田区田園調布１-５３-８,139.668723,35.589591,,,0,2600109
2600110,2600110,新丸子,,,26001,14,211-0005,川崎市中原区新丸子町７６６,139.661964,35.58049,,,0,2600110
2600111,1130307,武蔵小杉,,,26001,14,,川崎市中原区小杉町三丁目,139.659652,35.575752,,,0,2600111
2600112,2600112,元住吉,,,26001,14,211-0025,川崎市中原区木月６７９,139.654668,35.565698,,,0,2600112
2600113,2600113,日吉,,,26001,14,223-0061,横浜市港北区日吉２-１-１,139.646944,35.553900,,,0,2600113
2600114,2600114,綱島,,,26001,14,223-0053,横浜市港北区綱島西１-１-８,139.63491,35.536906,,,0,2600114
2600115,2600115,大倉山,,,26001,14,222-0031,横浜市港北区太尾町３７５,139.629808,35.522430,,,0,2600115
2600116,1130603,菊名,,,26001,14,222-0011,横浜市港北区菊名７丁目,139.63137,35.509854,,,0,2600116
2600117,2600117,妙蓮寺,,,26001,14,222-0011,横浜市港北区菊名１-１-１,139.633194,35.498779,,,0,2600117
2600118,2600118,白楽,,,26001,14,221-0065,横浜市神奈川区白楽１００,139.627875,35.489555,,,0,2600118
2600119,2600119,東白楽,,,26001,14,221-0065,横浜市神奈川区白楽１２-１,139.629364,35.483523,,,0,2600119
2600120,2600120,反町,,,26001,14,221-0825,横浜市神奈川区反町１-１,139.625337,35.47474,,,0,2600120
2600121,1130105,横浜,,,26001,14,220-0011,横浜市西区高島２丁目,139.622299,35.466372,,,0,2600121
2600201,1130203,目黒,,,26002,13,,東京都品川区上大崎四丁目2-1,139.7155,35.633272,,,0,2600201
2600202,2600202,不動前,,,26002,13,141-0031,品川区西五反田５-１２-１,139.71469,35.626526,,,0,2600202
2600203,2600203,武蔵小山,,,26002,13,142-0062,品川区小山３-４-８,139.704524,35.620538,,,0,2600203
2600204,2600204,西小山,,,26002,13,142-0062,品川区小山６-３-１０,139.698694,35.615455,,,0,2600204
2600205,2600205,洗足,,,26002,13,152-0012,目黒区洗足２-２１-１,139.694367,35.61043,,,0,2600205
2600206,2600206,大岡山,,,26002,13,145-0062,大田区北千束３-２７-１,139.685909,35.607456,,,0,2600206
2600207,2600207,奥沢,,,26002,13,158-0083,世田谷区奥沢３-４７-１７,139.672355,35.603947,,,0,2600207
2600208,2600108,田園調布,,,26002,13,145-0071,大田区田園調布３-２５-１８,139.667356,35.596815,,,0,2600208
2600209,2600109,多摩川,,,26002,13,145-0071,大田区田園調布１-５３-８,139.668723,35.589591,,,0,2600209
2600210,2600110,新丸子,,,26002,14,211-0005,川崎市中原区新丸子町７６６,139.661964,35.58049,,,0,2600210
2600211,1130307,武蔵小杉,,,26002,14,,川崎市中原区小杉町三丁目,139.659652,35.575752,,,0,2600211
2600212,2600112,元住吉,,,26002,14,211-0025,川崎市中原区木月６７９,139.654668,35.565698,,,0,2600212
2600213,2600113,日吉,,,26002,14,223-0061,横浜市港北区日吉２-１-１,139.646944,35.553900,,,0,2600213
2600301,1130205,渋谷,,,26003,13,,東京都渋谷区道玄坂二丁目1-1,139.702148,35.65802,,,0,2600301
2600302,2600302,池尻大橋,,,26003,13,154-0001,世田谷区池尻３-２,139.684319,35.650603,,,0,2600302
2600303,2600303,三軒茶屋,,,26003,13,154-0004,世田谷区太子堂４-２１-１,139.670156,35.643716,,,0,2600303
2600304,2600304,駒沢大学,,,26003,13,154-0011,世田谷区上馬４-３,139.661702,35.633471,,,0,2600304
2600305,2600305,桜新町,,,26003,13,154-0015,世田谷区桜新町２-８,139.644779,35.631666,,,0,2600305
2600306,2600306,用賀,,,26003,13,158-0097,世田谷区用賀２-３９,139.633928,35.626436,,,0,2600306
2600307,2600307,二子玉川,,,26003,13,158-0094,世田谷区玉川２-２２-１３,139.626685,35.611788,,,0,2600307
2600308,2600308,二子新地,,,26003,14,213-0002,川崎市高津区二子２-２-１,139.622338,35.606994,,,0,2600308
2600309,2600309,高津,,,26003,14,213-0002,川崎市高津区二子４-１-１,139.616934,35.603248,,,0,2600309
2600310,1130310,溝の口,,,26003,14,213-0001,川崎市高津区溝口２-１-１,139.610487,35.59984,,,0,2600310
2600311,2600311,梶が谷,,,26003,14,213-0013,川崎市高津区末長字姿見台８５,139.605885,35.593963,,,0,2600311
2600312,2600312,宮崎台,,,26003,14,216-0033,川崎市宮前区宮崎２-１０-１２,139.591313,35.587228,,,0,2600312
2600313,2600313,宮前平,,,26003,14,216-0000,川崎市宮前区宮前１-１１-１,139.581983,35.584951,,,0,2600313
2600314,2600314,鷺沼,,,26003,14,216-0004,川崎市宮前区鷺沼３-１-１,139.573268,35.579762,,,0,2600314
2600315,2600315,たまプラーザ,,,26003,14,225-0002,横浜市青葉区美しが丘１-３,139.558447,35.577427,,,0,2600315
2600316,2600316,あざみ野,,,26003,14,225-0011,横浜市青葉区あざみ野２-１-１,139.553462,35.568645,,,0,2600316
2600317,2600317,江田,,,26003,14,225-0013,横浜市青葉区荏田町２３６０,139.551518,35.558671,,,0,2600317
2600318,2600318,市が尾,,,26003,14,225-0024,横浜市青葉区市ケ尾町１１５６-１,139.541496,35.551483,,,0,2600318
2600319,2600319,藤が丘,,,26003,14,227-0043,横浜市青葉区藤が丘２-５-４,139.527655,35.543454,,,0,2600319
2600320,2600320,青葉台,,,26003,14,227-0062,横浜市青葉区青葉台１-７-３,139.517376,35.542855,,,0,2600320
2600321,2600321,田奈,,,26003,14,227-0064,横浜市青葉区田奈町３９８７,139.504855,35.536204,,,0,2600321
2600322,1130609,長津田,,,26003,14,226-0027,横浜市緑区長津田４丁目,139.493548,35.53196,,,0,2600322
2600323,2600323,つくし野,,,26003,13,194-0001,町田市つくし野４-１,139.485139,35.527559,,,0,2600323
2600324,2600324,すずかけ台,,,26003,13,194-0001,町田市つくし野３-１,139.481684,35.517094,,,0,2600324
2600325,2600325,南町田,,,26003,13,194-0004,町田市鶴間３-３-２,139.470318,35.511502,,,0,2600325
2600326,2600326,つきみ野,,,26003,14,242-0002,大和市つきみ野５-８-１,139.458651,35.510546,,,0,2600326
2600327,2500203,中央林間,,,26003,14,242-0007,大和市中央林間３-３-８,139.444935,35.507671,,,0,2600327
2600401,1133228,大井町,,,26004,13,140-0014,品川区大井１丁目,139.735025,35.607535,,,0,2600401
2600402,2600402,下神明,,,26004,13,141-0033,品川区西品川１-２９-６,139.726256,35.608704,,,0,2600402
2600403,2600403,戸越公園,,,26004,13,142-0041,品川区戸越５-１０-１５,139.718159,35.608856,,,0,2600403
2600404,2600404,中延,,,26004,13,142-0053,品川区中延４-５-５,139.712526,35.60571,,,0,2600404
2600405,2600405,荏原町,,,26004,13,142-0053,品川区中延５-２-１,139.707571,35.60382,,,0,2600405
2600406,2600406,旗の台,,,26004,13,142-0064,品川区旗の台２-１３-１,139.702286,35.604923,,,0,2600406
2600407,2600407,北千束,,,26004,13,145-0062,大田区北千束２-１６-１,139.693303,35.606311,,,0,2600407
2600408,2600206,大岡山,,,26004,13,145-0062,大田区北千束３-２７-１,139.685909,35.607456,,,0,2600408
2600409,2600409,緑が丘,,,26004,13,152-0034,目黒区緑が丘３-１-１２,139.679482,35.606380,,,0,2600409
2600410,2600107,自由が丘,,,26004,13,152-0035,目黒区自由が丘１-３０-１,139.668664,35.607224,,,0,2600410
2600411,2600411,九品仏,,,26004,13,158-0083,世田谷区奥沢７-２０-１,139.660992,35.60538,,,0,2600411
2600412,2600412,尾山台,,,26004,13,158-0082,世田谷区等々力５-５-７,139.653862,35.606971,,,0,2600412
2600413,2600413,等々力,,,26004,13,158-0082,世田谷区等々力３-１-１,139.647938,35.608369,,,0,2600413
2600414,2600414,上野毛,,,26004,13,158-0093,世田谷区上野毛１-２６-６,139.638917,35.611957,,,0,2600414
2600415,2600307,二子玉川,,,26004,13,158-0094,世田谷区玉川２-２２-１３,139.626685,35.611788,,,0,2600415
2600416,2600308,二子新地,,,26004,14,213-0002,川崎市高津区二子２-２-１,139.622338,35.606994,,,0,2600416
2600417,2600309,高津,,,26004,14,213-0002,川崎市高津区二子４-１-１,139.616934,35.603248,,,0,2600417
2600418,1130310,溝の口,,,26004,14,213-0001,川崎市高津区溝口２-１-１,139.610487,35.59984,,,0,2600418
2600501,1130202,五反田,,,26005,13,,東京都品川区東五反田二丁目1-1,139.724175,35.625262,,,0,2600501
2600502,2600502,大崎広小路,,,26005,13,141-0032,品川区大崎４-１-１,139.722339,35.622244,,,0,2600502
2600503,2600503,戸越銀座,,,26005,13,142-0051,品川区平塚２-１６-１,139.714862,35.615928,,,0,2600503
2600504,2600504,荏原中延,,,26005,13,142-0053,品川区中延２-８-１,139.712196,35.610056,,,0,2600504
2600505,2600406,旗の台,,,26005,13,142-0064,品川区旗の台２-１３-１,139.702286,35.604923,,,0,2600505
2600506,2600506,長原,,,26005,13,145-0064,大田区上池台１-１０-１０,139.697881,35.602190,,,0,2600506
2600507,2600507,洗足池,,,26005,13,145-0065,大田区東雪谷１-１-６,139.690896,35.599648,,,0,2600507
2600508,2600508,石川台,,,26005,13,145-0065,大田区東雪谷２-２３-１,139.685063,35.596888,,,0,2600508
2600509,2600509,雪が谷大塚,,,26005,13,145-0066,大田区南雪谷２-２-１６,139.681083,35.592038,,,0,2600509
2600510,2600510,御嶽山,,,26005,13,145-0073,大田区北嶺町３２-１７,139.682473,35.585236,,,0,2600510
2600511,2600511,久が原,,,26005,13,146-0084,大田区南久が原２-６-１０,139.685678,35.579499,,,0,2600511
2600512,2600512,千鳥町,,,26005,13,146-0083,大田区千鳥１-２０-１,139.69142,35.572983,,,0,2600512
2600513,2600513,池上,,,26005,13,146-0082,大田区池上６-３-１０,139.702822,35.572025,,,0,2600513
2600514,2600514,蓮沼,,,26005,13,144-0051,大田区西蒲田７-１７-１,139.708544,35.564173,,,0,2600514
2600515,1133230,蒲田,,,26005,13,144-0052,大田区蒲田５丁目,139.714626,35.561767,,,0,2600515
2600601,2600109,多摩川,,,26006,13,145-0071,大田区田園調布１-５３-８,139.668723,35.589591,,,0,2600601
2600602,2600602,沼部,,,26006,13,145-0072,大田区田園調布本町２８-１,139.67326,35.582526,,,0,2600602
2600603,2600603,鵜の木,,,26006,13,146-0091,大田区鵜の木２-４-１,139.680554,35.575452,,,0,2600603
2600604,2600604,下丸子,,,26006,13,146-0092,大田区下丸子３-７-１,139.685576,35.571397,,,0,2600604
2600605,2600605,武蔵新田,,,26006,13,146-0093,大田区矢口１-１８-１,139.692506,35.567806,,,0,2600605
2600606,2600606,矢口渡,,,26006,13,146-0095,大田区多摩川１-２０-１５,139.700389,35.562462,,,0,2600606
2600607,1133230,蒲田,,,26006,13,144-0052,大田区蒲田５丁目,139.714626,35.561767,,,0,2600607
2600701,2600303,三軒茶屋,,,26007,13,154-0004,世田谷区太子堂４-２１-１,139.670156,35.643716,,,0,2600701
2600702,2600702,西太子堂,,,26007,13,154-0004,世田谷区太子堂４-１０-３,139.666382,35.644545,,,0,2600702
2600703,2600703,若林,,,26007,13,154-0023,世田谷区若林４-３-１５,139.659911,35.645933,,,0,2600703
2600704,2600704,松陰神社前,,,26007,13,154-0023,世田谷区若林４-２１-１６,139.655211,35.643947,,,0,2600704
2600705,2600705,世田谷,,,26007,13,154-0017,世田谷区世田谷４-９-６,139.650945,35.643564,,,0,2600705
2600706,2600706,上町,,,26007,13,154-0017,世田谷区世田谷３-４-３,139.646276,35.643656,,,0,2600706
2600707,2600707,宮の坂,,,26007,13,156-0051,世田谷区宮坂１-２４-７,139.64494,35.647508,,,0,2600707
2600708,2500110,山下,,,26007,13,154-0021,世田谷区豪徳寺１-４４-５,139.646509,35.653844,,,0,2600708
2600709,2600709,松原,,,26007,13,156-0043,世田谷区松原４-１０-８,139.642000,35.660048,,,0,2600709
2600710,2400107,下高井戸,,,26007,13,156-0043,世田谷区松原３-２９-１７,139.641372,35.66615,,,0,2600710
2600801,1130609,長津田,,,26008,14,226-0027,横浜市緑区長津田４丁目,139.493548,35.53196,,,0,2600801
2600802,2600802,恩田,,,26008,14,227-0065,横浜市青葉区恩田町２０４３,139.492127,35.545535,,,0,2600802
2600803,2600803,こどもの国,,,26008,14,227-0036,横浜市青葉区奈良町宇島９９５-１,139.486657,35.558035,,,0,2600803
2700101,2700101,泉岳寺,,,27001,13,108-0074,港区高輪２-１６-３４,139.74002,35.638692,,,0,2700101
2700102,1130103,品川,,,27001,13,,東京都港区高輪三丁目26-26,139.73809,35.628284,,,0,2700102
2700103,2700103,北品川,,,27001,13,140-0001,品川区北品川１-１-４,139.739191,35.622458,,,0,2700103
2700104,2700104,新馬場,,,27001,13,140-0001,品川区北品川２-１８-１,139.741366,35.61762,,,0,2700104
2700105,2700105,青物横丁,,,27001,13,140-0004,品川区南品川３-１-２０,139.742958,35.609351,,,0,2700105
2700106,2700106,鮫洲,,,27001,13,140-0011,品川区東大井１-２-２０,139.742227,35.604977,,,0,2700106
2700107,2700107,立会川,,,27001,13,140-0011,品川区東大井２-２３-１,139.738886,35.598489,,,0,2700107
2700108,2700108,大森海岸,,,27001,13,140-0013,品川区南大井３-３２-１,139.73544,35.587576,,,0,2700108
2700109,2700109,平和島,,,27001,13,143-0016,大田区大森北６-１３-１１,139.73491,35.57868,,,0,2700109
2700110,2700110,大森町,,,27001,13,143-0015,大田区大森西３-２４-７,139.732027,35.572431,,,0,2700110
2700111,2700111,梅屋敷,,,27001,13,144-0052,大田区蒲田２-２８-１,139.728266,35.566873,,,0,2700111
2700112,2700112,京急蒲田,,,27001,13,144-0052,大田区蒲田４-５０-１０,139.723681,35.560796,,,0,2700112
2700113,2700113,雑色,,,27001,13,144-0055,大田区仲六郷２-４２-１,139.715005,35.549725,,,0,2700113
2700114,2700114,六郷土手,,,27001,13,144-0055,大田区仲六郷４-２７-１１,139.7076,35.540577,,,0,2700114
2700115,2700115,京急川崎,,,27001,14,210-0006,川崎市川崎区砂子１-３-１,139.700893,35.53285,,,0,2700115
2700116,1130326,八丁畷,,,27001,14,210-0022,川崎市川崎区池田１丁目,139.691346,35.523054,,,0,2700116
2700117,2700117,鶴見市場,,,27001,14,230-0025,横浜市鶴見区市場大和町７-１,139.68642,35.517594,,,0,2700117
2700118,1130401,京急鶴見,,,27001,14,230-0051,横浜市鶴見区鶴見中央１-３０-２２,139.677743,35.507032,,,0,2700118
2700119,2700119,花月園前,,,27001,14,230-0052,横浜市鶴見区生麦５-１-３,139.672813,35.500358,,,0,2700119
2700120,2700120,生麦,,,27001,14,230-0052,横浜市鶴見区生麦３-１-３５,139.6673,35.4956,,,0,2700120
2700121,1133233,京急新子安,,,27001,14,221-0021,横浜市神奈川区子安通３-２８９,139.655848,35.487242,,,0,2700121
2700122,2700122,子安,,,27001,14,221-0021,横浜市神奈川区子安通１-４６,139.644965,35.484556,,,0,2700122
2700123,2700123,神奈川新町,,,27001,14,221-0041,横浜市神奈川区亀住町１９-１,139.640152,35.481559,,,0,2700123
2700124,1130601,仲木戸,,,27001,14,221-0044,横浜市神奈川区東神奈川１-１１-５,139.634669,35.477412,,,0,2700124
2700125,2700125,神奈川,,,27001,14,221-0057,横浜市神奈川区青木町１-１,139.627364,35.471304,,,0,2700125
2700126,1130105,横浜,,,27001,14,220-0011,横浜市西区高島２丁目,139.623055,35.466066,,,0,2700126
2700127,2700127,戸部,,,27001,14,220-0041,横浜市西区戸部本町４８-１１,139.61956,35.456631,,,0,2700127
2700128,2700128,日ノ出町,,,27001,14,231-0066,横浜市中区日ノ出町１-３１,139.626696,35.445524,,,0,2700128
2700129,2700129,黄金町,,,27001,14,232-0005,横浜市南区白金町１-１,139.62246,35.439694,,,0,2700129
2700130,2700130,南太田,,,27001,14,232-0006,横浜市南区南太田１-２５-１,139.613408,35.436923,,,0,2700130
2700131,2700131,井土ヶ谷,,,27001,14,,横浜市南区井土ケ谷中町,139.60061,35.433895,,,0,2700131
2700132,2700132,弘明寺,,,27001,14,,横浜市南区弘明寺町267,139.596791,35.42437,,,0,2700132
2700133,2700133,上大岡,,,27001,14,233-0002,横浜市港南区上大岡西１-６-１,139.596552,35.409418,,,0,2700133
2700134,2700134,屏風浦,,,27001,14,235-0023,横浜市磯子区森３-１８-６,139.610387,35.394176,,,0,2700134
2700135,2700135,杉田,,,27001,14,235-0033,横浜市磯子区杉田２-１-９,139.615734,35.383796,,,0,2700135
2700136,2700136,京急富岡,,,27001,14,236-0052,横浜市金沢区富岡西７-１-１,139.629772,35.366743,,,0,2700136
2700137,2700137,能見台,,,27001,14,236-0053,横浜市金沢区能見台通２-１,139.629233,35.360528,,,0,2700137
2700138,2700138,金沢文庫,,,27001,14,236-0016,横浜市金沢区谷津町３８４,139.621606,35.342966,,,0,2700138
2700139,2700139,金沢八景,,,27001,14,236-0027,横浜市金沢区瀬戸１５-１,139.62018,35.331223,,,0,2700139
2700140,2700140,追浜,,,27001,14,237-0064,横須賀市追浜町３-３,139.624905,35.315461,,,0,2700140
2700141,2700141,京急田浦,,,27001,14,237-0076,横須賀市船越町５-２,139.625252,35.300892,,,0,2700141
2700142,2700142,安針塚,,,27001,14,237-0072,横須賀市長浦町２-３２,139.64292,35.286641,,,0,2700142
2700143,2700143,逸見,,,27001,14,238-0045,横須賀市東逸見町２-１８,139.653149,35.28048,,,0,2700143
2700144,2700144,汐入,,,27001,14,238-0042,横須賀市汐入町２-４１,139.662443,35.280241,,,0,2700144
2700145,2700145,横須賀中央,,,27001,14,238-0007,横須賀市若松町２-２５,139.670217,35.27858,,,0,2700145
2700146,2700146,県立大学,,,27001,14,238-0012,横須賀市安浦町２-２８,139.677033,35.269731,,,0,2700146
2700147,2700147,堀ノ内,,,27001,14,238-0014,横須賀市三春町３-４５,139.686932,35.26322,,,0,2700147
2700148,2700148,京急大津,,,27001,14,239-0808,横須賀市大津町１-１１-１９,139.695334,35.261068,,,0,2700148
2700149,2700149,馬堀海岸,,,27001,14,239-0802,横須賀市馬堀町３-２０-１,139.707328,35.259651,,,0,2700149
2700150,2700150,浦賀,,,27001,14,239-0822,横須賀市浦賀町１-８６,139.714999,35.250933,,,0,2700150
2700201,2700112,京急蒲田,,,27002,13,144-0052,大田区蒲田４-５０-１０,139.723681,35.560796,,,0,2700201
2700202,2700202,糀谷,,,27002,13,144-0034,大田区西糀谷４-１３-１７,139.72962,35.5545,,,0,2700202
2700203,2700203,大鳥居,,,27002,13,144-0034,大田区西糀谷３-３７-１８,139.739356,35.552531,,,0,2700203
2700204,2700204,穴守稲荷,,,27002,13,144-0043,大田区羽田４-６-１１,139.746669,35.550326,,,0,2700204
2700205,2700205,天空橋,,,27002,13,144-0041,大田区羽田空港１-１-２,139.75423,35.548908,,,0,2700205
2700207,2700207,羽田空港国際線ターミナル,,,27002,13,144-0041,東京都大田区羽田空港二丁目6番5号,139.768968,35.544676,2010-10-21,,0,2700205
2700206,2700206,羽田空港,,,27002,13,144-0041,大田区羽田空港３-３-４,139.785962,35.549809,,,0,2700206
2700301,2700115,京急川崎,,,27003,14,210-0006,川崎市川崎区砂子１-３-１,139.700893,35.53285,,,0,2700301
2700302,2700302,港町,,,27003,14,210-0807,川崎市川崎区港町１-１,139.712578,35.535014,,,0,2700302
2700303,2700303,鈴木町,,,27003,14,210-0801,川崎市川崎区鈴木町２-２,139.720655,35.53535,,,0,2700303
2700304,2700304,川崎大師,,,27003,14,210-0802,川崎市川崎区大師駅前１-１８-１,139.725946,35.535711,,,0,2700304
2700305,2700305,東門前,,,27003,14,210-0818,川崎市川崎区中瀬３-２３-１０,139.734298,35.536566,,,0,2700305
2700306,2700306,産業道路,,,27003,14,210-0811,川崎市川崎区大師河原２-４-２５,139.740381,35.536611,,,0,2700306
2700307,2700307,小島新田,,,27003,14,210-0822,川崎市川崎区田町２-３-１５,139.747575,35.534798,,,0,2700307
2700401,2700139,金沢八景,,,27004,14,236-0027,横浜市金沢区瀬戸１５-１,139.62018,35.331223,,,0,2700401
2700402,2700402,六浦,,,27004,14,236-0032,横浜市金沢区六浦町１５３４,139.611532,35.32269,,,0,2700402
2700403,2700403,神武寺,,,27004,14,249-0003,逗子市池子２-１１-２,139.592947,35.306233,,,0,2700403
2700404,2700404,新逗子,,,27004,14,249-0006,逗子市逗子５-１-６,139.580359,35.294189,,,0,2700404
2700501,2700147,堀ノ内,,,27005,14,238-0014,横須賀市三春町３-４５,139.686932,35.26322,,,0,2700501
2700502,2700502,新大津,,,27005,14,239-0808,横須賀市大津町４-７-１,139.69016,35.257013,,,0,2700502
2700503,2700503,北久里浜,,,27005,14,239-0807,横須賀市根岸町２-２０６,139.686368,35.249355,,,0,2700503
2700504,1130818,京急久里浜,,,27005,14,239-0831,横須賀市久里浜４-４-１０,139.702139,35.231332,,,0,2700504
2700505,2700505,ＹＲＰ野比,,,27005,14,239-0841,横須賀市野比１-９-１,139.685068,35.212229,,,0,2700505
2700506,2700506,京急長沢,,,27005,14,239-0842,横須賀市長沢１-３５-１,139.674048,35.20548,,,0,2700506
2700507,2700507,津久井浜,,,27005,14,239-0843,横須賀市津久井４-２-１,139.665279,35.198419,,,0,2700507
2700508,2700508,三浦海岸,,,27005,14,238-0101,三浦市南下浦町上宮田１４９７,139.653138,35.188084,,,0,2700508
2700509,2700509,三崎口,,,27005,14,238-0111,三浦市初声町下宮田４９５,139.633207,35.177515,,,0,2700509
2800101,2100201,浅草,,,28001,13,,東京都台東区,139.797592,35.710733,,,0,2800101
2800102,2800102,田原町,,,28001,13,111-0035,台東区西浅草１-１-１８,139.790897,35.709897,,,0,2800102
2800103,2800103,稲荷町,,,28001,13,110-0015,台東区東上野３-３３-１１,139.782593,35.711273,,,0,2800103
2800104,1130220,上野,,,28001,13,,東京都台東区東上野三丁目19-6,139.777122,35.711482,,,0,2800104
2800105,1130221,上野広小路,,,28001,13,110-0005,台東区上野３-２９-３,139.772877,35.70768,,,0,2800105
2800106,2800106,末広町,,,28001,13,101-0021,千代田区外神田４-７-３,139.771713,35.702972,,,0,2800106
2800107,1130223,神田,,,28001,13,,東京都千代田区神田須田町一丁目16,139.770899,35.693587,,,0,2800107
2800108,1131402,三越前,,,28001,13,103-0022,中央区日本橋室町１-８-１,139.773594,35.687101,,,0,2800108
2800109,2800109,日本橋,,,28001,13,103-0027,中央区日本橋１丁目,139.773516,35.682078,,,0,2800109
2800110,2800110,京橋,,,28001,13,104-0031,中央区京橋２-２-１０,139.770126,35.676856,,,0,2800110
2800111,2800111,銀座,,,28001,13,104-0061,中央区銀座４-１-２,139.763965,35.671989,,,0,2800111
2800112,1130102,新橋,,,28001,13,,東京都港区新橋二丁目17-5,139.758432,35.667434,,,0,2800112
2800113,2800113,虎ノ門,,,28001,13,105-0001,港区虎ノ門１-１-２１,139.749832,35.670236,,,0,2800113
2800114,2800114,溜池山王,,,28001,13,100-0014,千代田区永田町２-１１-１,139.741419,35.673621,,,0,2800114
2800115,2800115,赤坂見附,,,28001,13,107-0052,港区赤坂３-１-６,139.737047,35.677021,,,0,2800115
2800116,2800116,青山一丁目,,,28001,13,107-0062,港区南青山１-１-１９,139.724159,35.672765,,,0,2800116
2800117,2800117,外苑前,,,28001,13,107-0061,港区北青山２-７-１６,139.717857,35.670527,,,0,2800117
2800118,2800118,表参道,,,28001,13,107-0061,港区北青山３丁目,139.712314,35.665247,,,0,2800118
2800119,1130205,渋谷,,,28001,13,,東京都渋谷区道玄坂一丁目1-1,139.701,35.659066,,,0,2800119
